"id" "neighbourhood_group" "room_type" "price" "availability_365"
4165278 "Manhattan" "Private room" 79 0
4168660 "Brooklyn" "Private room" 60 0
4168812 "Brooklyn" "Entire home/apt" 115 241
4169094 "Queens" "Private room" 90 340
4169840 "Brooklyn" "Private room" 65 188
4170460 "Brooklyn" "Private room" 65 321
4170796 "Manhattan" "Entire home/apt" 131 12
4171272 "Brooklyn" "Entire home/apt" 150 0
4171406 "Brooklyn" "Private room" 55 38
4171692 "Brooklyn" "Private room" 70 148
4172633 "Queens" "Entire home/apt" 160 0
4172947 "Brooklyn" "Entire home/apt" 95 0
4173751 "Manhattan" "Entire home/apt" 99 0
4174115 "Manhattan" "Entire home/apt" 500 0
4174286 "Brooklyn" "Private room" 35 0
4174847 "Queens" "Private room" 50 245
4178152 "Brooklyn" "Private room" 77 129
4178851 "Brooklyn" "Entire home/apt" 380 264
4179420 "Brooklyn" "Private room" 65 365
4180643 "Manhattan" "Entire home/apt" 150 210
4181598 "Manhattan" "Entire home/apt" 125 331
4182262 "Brooklyn" "Entire home/apt" 199 269
4182568 "Brooklyn" "Private room" 150 180
4183424 "Manhattan" "Entire home/apt" 145 0
4183664 "Brooklyn" "Private room" 70 364
4183801 "Brooklyn" "Entire home/apt" 120 336
4183989 "Manhattan" "Private room" 86 359
4187387 "Manhattan" "Entire home/apt" 139 248
4187653 "Brooklyn" "Private room" 85 0
4187747 "Manhattan" "Entire home/apt" 94 309
4188351 "Brooklyn" "Entire home/apt" 116 0
4188807 "Brooklyn" "Private room" 72 20
4189428 "Brooklyn" "Entire home/apt" 95 0
4190301 "Brooklyn" "Private room" 100 0
4191257 "Manhattan" "Entire home/apt" 200 0
4192400 "Brooklyn" "Private room" 72 66
4194010 "Manhattan" "Entire home/apt" 100 0
4194494 "Manhattan" "Entire home/apt" 900 0
4195677 "Queens" "Private room" 80 102
4196039 "Brooklyn" "Entire home/apt" 75 0
4197760 "Manhattan" "Entire home/apt" 92 245
4198391 "Manhattan" "Entire home/apt" 160 0
4198695 "Brooklyn" "Private room" 50 364
4199411 "Manhattan" "Entire home/apt" 350 0
4199782 "Brooklyn" "Entire home/apt" 135 245
4201905 "Manhattan" "Entire home/apt" 160 0
4203460 "Manhattan" "Entire home/apt" 270 0
4204083 "Brooklyn" "Entire home/apt" 129 230
4204302 "Manhattan" "Entire home/apt" 180 365
4204988 "Manhattan" "Entire home/apt" 350 0
4205232 "Brooklyn" "Private room" 75 0
4205816 "Brooklyn" "Entire home/apt" 119 0
4206034 "Staten Island" "Entire home/apt" 99 326
4206087 "Brooklyn" "Entire home/apt" 120 0
4208547 "Brooklyn" "Private room" 73 147
4209106 "Brooklyn" "Entire home/apt" 500 173
4209595 "Manhattan" "Entire home/apt" 225 0
4211276 "Brooklyn" "Entire home/apt" 275 0
4211510 "Queens" "Private room" 50 52
4215595 "Manhattan" "Shared room" 40 197
4216183 "Brooklyn" "Entire home/apt" 115 0
4216435 "Bronx" "Entire home/apt" 110 0
4216745 "Brooklyn" "Private room" 100 83
4216774 "Brooklyn" "Entire home/apt" 150 0
4216813 "Brooklyn" "Entire home/apt" 200 358
4217268 "Manhattan" "Entire home/apt" 75 0
4217758 "Queens" "Entire home/apt" 98 15
4218034 "Brooklyn" "Entire home/apt" 199 238
4218067 "Manhattan" "Entire home/apt" 109 0
4218098 "Manhattan" "Entire home/apt" 110 14
4218129 "Brooklyn" "Private room" 59 328
4219851 "Brooklyn" "Entire home/apt" 95 172
4220151 "Manhattan" "Entire home/apt" 159 234
4221999 "Manhattan" "Entire home/apt" 225 0
4224091 "Brooklyn" "Entire home/apt" 195 260
4225569 "Queens" "Entire home/apt" 96 316
4225745 "Brooklyn" "Entire home/apt" 73 0
4226098 "Manhattan" "Private room" 88 251
4226269 "Brooklyn" "Entire home/apt" 90 0
4226535 "Brooklyn" "Entire home/apt" 99 0
4227018 "Brooklyn" "Shared room" 150 0
4227141 "Brooklyn" "Private room" 35 11
4227161 "Brooklyn" "Entire home/apt" 1050 327
4227207 "Brooklyn" "Entire home/apt" 175 308
4227499 "Manhattan" "Entire home/apt" 395 2
4227554 "Queens" "Entire home/apt" 195 305
4232255 "Brooklyn" "Private room" 49 281
4232356 "Manhattan" "Entire home/apt" 150 0
4232865 "Manhattan" "Entire home/apt" 250 0
4233025 "Brooklyn" "Entire home/apt" 150 170
4233705 "Manhattan" "Entire home/apt" 260 0
4235620 "Queens" "Entire home/apt" 100 268
4235843 "Manhattan" "Private room" 55 339
4235961 "Manhattan" "Entire home/apt" 275 0
4236107 "Manhattan" "Private room" 110 0
4236725 "Brooklyn" "Entire home/apt" 150 0
4240861 "Brooklyn" "Private room" 80 346
4241028 "Queens" "Entire home/apt" 89 359
4241486 "Manhattan" "Entire home/apt" 280 173
4243533 "Queens" "Private room" 100 0
4244174 "Brooklyn" "Private room" 80 0
4244242 "Brooklyn" "Private room" 70 323
4244476 "Brooklyn" "Private room" 75 0
4244528 "Brooklyn" "Private room" 80 297
4244576 "Manhattan" "Shared room" 41 0
4247883 "Manhattan" "Entire home/apt" 195 0
4248788 "Manhattan" "Entire home/apt" 250 0
4249131 "Manhattan" "Entire home/apt" 96 169
4249342 "Manhattan" "Private room" 98 116
4250746 "Brooklyn" "Entire home/apt" 140 100
4252172 "Brooklyn" "Private room" 99 0
4256091 "Manhattan" "Entire home/apt" 175 276
4257572 "Manhattan" "Entire home/apt" 120 0
4257889 "Manhattan" "Private room" 89 363
4258443 "Brooklyn" "Private room" 90 0
4258867 "Brooklyn" "Entire home/apt" 178 32
4259427 "Brooklyn" "Entire home/apt" 210 302
4260964 "Manhattan" "Entire home/apt" 150 46
4261214 "Manhattan" "Entire home/apt" 149 215
4261951 "Manhattan" "Entire home/apt" 225 0
4262120 "Manhattan" "Entire home/apt" 2695 0
4262707 "Queens" "Entire home/apt" 63 362
4263488 "Manhattan" "Entire home/apt" 150 0
4263624 "Brooklyn" "Entire home/apt" 106 0
4263802 "Brooklyn" "Entire home/apt" 165 328
4263880 "Brooklyn" "Private room" 75 365
4264049 "Queens" "Private room" 39 310
4264127 "Queens" "Private room" 39 341
4265471 "Brooklyn" "Shared room" 30 339
4267133 "Manhattan" "Private room" 70 0
4268286 "Manhattan" "Private room" 100 66
4270499 "Queens" "Entire home/apt" 125 0
4270683 "Queens" "Entire home/apt" 110 342
4271059 "Brooklyn" "Entire home/apt" 145 0
4271119 "Manhattan" "Private room" 112 230
4271877 "Brooklyn" "Private room" 69 286
4273931 "Manhattan" "Entire home/apt" 300 0
4274443 "Manhattan" "Private room" 260 177
4274462 "Queens" "Private room" 49 298
4274589 "Manhattan" "Entire home/apt" 215 187
4274595 "Manhattan" "Entire home/apt" 200 208
4275729 "Brooklyn" "Entire home/apt" 100 0
4276532 "Manhattan" "Entire home/apt" 1000 270
4276618 "Manhattan" "Entire home/apt" 120 0
4276762 "Manhattan" "Entire home/apt" 310 7
4277614 "Brooklyn" "Private room" 70 0
4277724 "Brooklyn" "Entire home/apt" 195 15
4277980 "Brooklyn" "Entire home/apt" 110 264
4278084 "Manhattan" "Entire home/apt" 75 167
4278389 "Bronx" "Shared room" 45 365
4278568 "Manhattan" "Entire home/apt" 165 0
4279260 "Queens" "Entire home/apt" 150 24
4279323 "Brooklyn" "Private room" 80 0
4279550 "Manhattan" "Entire home/apt" 180 362
4280053 "Brooklyn" "Private room" 80 365
4280118 "Brooklyn" "Private room" 60 0
4281241 "Manhattan" "Entire home/apt" 149 0
4282178 "Brooklyn" "Private room" 53 0
4282998 "Manhattan" "Entire home/apt" 200 291
4284031 "Manhattan" "Entire home/apt" 160 108
4284158 "Manhattan" "Private room" 199 0
4285876 "Manhattan" "Entire home/apt" 140 0
4286196 "Manhattan" "Entire home/apt" 199 232
4286662 "Manhattan" "Entire home/apt" 190 3
4287589 "Brooklyn" "Entire home/apt" 125 351
4288276 "Manhattan" "Entire home/apt" 145 50
4288361 "Manhattan" "Entire home/apt" 150 0
4291200 "Queens" "Private room" 95 334
4291654 "Brooklyn" "Private room" 100 0
4293935 "Brooklyn" "Private room" 99 290
4294546 "Brooklyn" "Entire home/apt" 130 0
4294640 "Brooklyn" "Private room" 56 0
4294969 "Manhattan" "Entire home/apt" 450 0
4295108 "Manhattan" "Private room" 75 0
4295542 "Brooklyn" "Private room" 240 348
4295603 "Brooklyn" "Entire home/apt" 129 300
4295733 "Brooklyn" "Private room" 45 0
4296126 "Manhattan" "Entire home/apt" 259 255
4296291 "Manhattan" "Entire home/apt" 75 116
4296710 "Bronx" "Private room" 37 305
4296956 "Brooklyn" "Entire home/apt" 210 83
4297952 "Manhattan" "Entire home/apt" 199 178
4299536 "Brooklyn" "Entire home/apt" 189 271
4302293 "Queens" "Private room" 58 101
4303600 "Brooklyn" "Private room" 60 99
4303825 "Queens" "Entire home/apt" 190 182
4305170 "Brooklyn" "Entire home/apt" 139 82
4308612 "Manhattan" "Entire home/apt" 125 193
4308633 "Brooklyn" "Private room" 94 267
4308798 "Manhattan" "Entire home/apt" 100 9
4308991 "Manhattan" "Private room" 149 90
4309079 "Manhattan" "Private room" 128 249
4309648 "Brooklyn" "Entire home/apt" 160 303
4309757 "Brooklyn" "Entire home/apt" 160 296
4310501 "Manhattan" "Private room" 110 14
4311648 "Brooklyn" "Entire home/apt" 285 12
4315934 "Brooklyn" "Entire home/apt" 75 349
4318364 "Manhattan" "Entire home/apt" 650 358
4320934 "Manhattan" "Entire home/apt" 133 345
4325244 "Manhattan" "Entire home/apt" 149 0
4325284 "Manhattan" "Entire home/apt" 210 0
4325329 "Manhattan" "Entire home/apt" 200 226
4329728 "Manhattan" "Private room" 110 0
4331684 "Manhattan" "Entire home/apt" 375 0
4331691 "Manhattan" "Entire home/apt" 95 0
4333204 "Manhattan" "Entire home/apt" 94 316
4334446 "Brooklyn" "Entire home/apt" 120 266
4334513 "Brooklyn" "Entire home/apt" 150 0
4338177 "Manhattan" "Entire home/apt" 160 267
4338541 "Manhattan" "Entire home/apt" 132 0
4338548 "Brooklyn" "Entire home/apt" 102 4
4339188 "Brooklyn" "Entire home/apt" 85 286
4339189 "Brooklyn" "Entire home/apt" 142 0
4339202 "Queens" "Private room" 70 23
4339924 "Brooklyn" "Entire home/apt" 200 365
4340609 "Brooklyn" "Entire home/apt" 199 339
4341158 "Brooklyn" "Entire home/apt" 100 343
4342895 "Brooklyn" "Entire home/apt" 123 0
4342924 "Brooklyn" "Entire home/apt" 175 0
4343011 "Manhattan" "Private room" 100 0
4343312 "Manhattan" "Private room" 57 222
4343401 "Brooklyn" "Private room" 39 178
4343956 "Manhattan" "Private room" 107 251
4347579 "Manhattan" "Entire home/apt" 2000 0
4349695 "Brooklyn" "Private room" 69 0
4350120 "Brooklyn" "Entire home/apt" 137 344
4350406 "Manhattan" "Entire home/apt" 150 0
4350464 "Manhattan" "Private room" 65 0
4350495 "Manhattan" "Private room" 66 0
4350952 "Brooklyn" "Private room" 77 0
4351563 "Brooklyn" "Entire home/apt" 110 0
4352537 "Manhattan" "Private room" 64 331
4354764 "Brooklyn" "Entire home/apt" 90 349
4354901 "Brooklyn" "Private room" 50 0
4356396 "Manhattan" "Entire home/apt" 146 0
4357134 "Queens" "Entire home/apt" 200 0
4357892 "Queens" "Entire home/apt" 189 330
4358291 "Brooklyn" "Entire home/apt" 985 19
4359219 "Brooklyn" "Entire home/apt" 285 0
4359718 "Brooklyn" "Entire home/apt" 140 251
4359756 "Queens" "Private room" 97 90
4359921 "Queens" "Entire home/apt" 180 90
4362474 "Manhattan" "Entire home/apt" 199 0
4362570 "Brooklyn" "Entire home/apt" 220 253
4363228 "Manhattan" "Entire home/apt" 180 226
4364789 "Brooklyn" "Entire home/apt" 88 0
4364924 "Manhattan" "Entire home/apt" 350 0
4365276 "Brooklyn" "Entire home/apt" 170 28
4365328 "Manhattan" "Private room" 120 0
4365491 "Manhattan" "Private room" 105 0
4365756 "Brooklyn" "Entire home/apt" 110 132
4365765 "Brooklyn" "Private room" 55 100
4365833 "Brooklyn" "Entire home/apt" 150 0
4366049 "Brooklyn" "Entire home/apt" 180 365
4366115 "Brooklyn" "Entire home/apt" 110 0
4369737 "Manhattan" "Entire home/apt" 160 0
4370230 "Manhattan" "Entire home/apt" 215 0
4375146 "Queens" "Private room" 75 0
4375375 "Manhattan" "Entire home/apt" 200 0
4377337 "Manhattan" "Entire home/apt" 120 279
4377929 "Manhattan" "Entire home/apt" 198 269
4378816 "Brooklyn" "Private room" 60 352
4378951 "Brooklyn" "Entire home/apt" 170 151
4379145 "Manhattan" "Entire home/apt" 248 0
4379271 "Brooklyn" "Private room" 100 0
4379307 "Manhattan" "Entire home/apt" 180 0
4383734 "Brooklyn" "Private room" 60 0
4384181 "Brooklyn" "Entire home/apt" 83 165
4384442 "Brooklyn" "Private room" 45 0
4384820 "Brooklyn" "Private room" 135 0
4385360 "Manhattan" "Entire home/apt" 275 0
4386513 "Manhattan" "Entire home/apt" 230 4
4386598 "Manhattan" "Entire home/apt" 180 227
4386718 "Manhattan" "Entire home/apt" 175 0
4387007 "Queens" "Private room" 110 325
4387152 "Brooklyn" "Entire home/apt" 160 302
4387491 "Brooklyn" "Entire home/apt" 115 0
4390865 "Manhattan" "Shared room" 169 0
4392066 "Brooklyn" "Private room" 100 0
4392351 "Manhattan" "Entire home/apt" 87 325
4392596 "Queens" "Private room" 75 0
4392996 "Manhattan" "Entire home/apt" 130 0
4393126 "Manhattan" "Entire home/apt" 115 251
4393502 "Queens" "Private room" 50 183
4393519 "Manhattan" "Entire home/apt" 200 0
4393628 "Queens" "Private room" 55 281
4394687 "Manhattan" "Entire home/apt" 125 0
4396142 "Queens" "Entire home/apt" 160 133
4396299 "Brooklyn" "Private room" 39 32
4396939 "Manhattan" "Private room" 89 301
4397455 "Brooklyn" "Entire home/apt" 85 247
4399721 "Brooklyn" "Private room" 50 0
4401013 "Brooklyn" "Entire home/apt" 229 254
4401193 "Manhattan" "Entire home/apt" 130 0
4402117 "Queens" "Entire home/apt" 149 327
4402805 "Brooklyn" "Entire home/apt" 120 16
4403159 "Brooklyn" "Private room" 45 0
4403928 "Queens" "Private room" 56 304
4403972 "Manhattan" "Entire home/apt" 295 0
4404544 "Brooklyn" "Private room" 75 340
4404818 "Manhattan" "Entire home/apt" 110 0
4405156 "Manhattan" "Entire home/apt" 115 10
4405874 "Brooklyn" "Private room" 90 365
4407787 "Manhattan" "Private room" 109 355
4407790 "Bronx" "Private room" 49 227
4408381 "Brooklyn" "Entire home/apt" 100 243
4409074 "Manhattan" "Entire home/apt" 295 0
4410626 "Brooklyn" "Entire home/apt" 245 19
4412533 "Manhattan" "Private room" 79 90
4415695 "Manhattan" "Private room" 60 0
4416667 "Brooklyn" "Entire home/apt" 125 0
4416970 "Brooklyn" "Private room" 55 0
4417147 "Manhattan" "Private room" 425 0
4417912 "Brooklyn" "Entire home/apt" 150 0
4421355 "Brooklyn" "Entire home/apt" 130 0
4421826 "Manhattan" "Entire home/apt" 250 0
4422017 "Brooklyn" "Private room" 49 0
4422602 "Manhattan" "Entire home/apt" 250 0
4423650 "Manhattan" "Private room" 97 363
4423782 "Manhattan" "Entire home/apt" 115 0
4424261 "Manhattan" "Entire home/apt" 200 0
4424391 "Manhattan" "Entire home/apt" 250 311
4424405 "Manhattan" "Entire home/apt" 200 336
4424511 "Brooklyn" "Entire home/apt" 160 211
4426780 "Manhattan" "Entire home/apt" 90 249
4426877 "Brooklyn" "Entire home/apt" 239 257
4427442 "Manhattan" "Entire home/apt" 290 193
4428027 "Brooklyn" "Entire home/apt" 150 0
4428854 "Brooklyn" "Private room" 55 173
4428906 "Brooklyn" "Entire home/apt" 380 62
4429337 "Brooklyn" "Entire home/apt" 120 11
4430645 "Brooklyn" "Entire home/apt" 200 0
4430657 "Brooklyn" "Private room" 188 0
4430747 "Brooklyn" "Entire home/apt" 103 211
4430808 "Queens" "Entire home/apt" 64 234
4430819 "Manhattan" "Entire home/apt" 195 0
4431247 "Manhattan" "Shared room" 70 309
4431674 "Manhattan" "Entire home/apt" 150 0
4435766 "Manhattan" "Entire home/apt" 300 0
4436185 "Brooklyn" "Entire home/apt" 60 0
4436944 "Brooklyn" "Private room" 150 292
4437053 "Manhattan" "Private room" 105 362
4438029 "Manhattan" "Entire home/apt" 360 128
4438223 "Manhattan" "Private room" 165 363
4438459 "Manhattan" "Entire home/apt" 325 0
4438470 "Manhattan" "Private room" 105 191
4438931 "Manhattan" "Private room" 57 4
4439602 "Manhattan" "Private room" 100 200
4439839 "Brooklyn" "Entire home/apt" 129 285
4440020 "Manhattan" "Entire home/apt" 229 332
4440181 "Brooklyn" "Private room" 64 0
4440611 "Brooklyn" "Entire home/apt" 100 0
4440751 "Manhattan" "Entire home/apt" 99 52
4444204 "Manhattan" "Entire home/apt" 300 310
4445185 "Brooklyn" "Private room" 84 87
4446178 "Brooklyn" "Entire home/apt" 125 0
4446862 "Brooklyn" "Private room" 50 0
4447524 "Manhattan" "Entire home/apt" 200 0
4447611 "Manhattan" "Entire home/apt" 350 0
4447904 "Manhattan" "Entire home/apt" 80 180
4449058 "Manhattan" "Private room" 180 0
4449559 "Bronx" "Entire home/apt" 105 52
4449611 "Brooklyn" "Entire home/apt" 200 0
4450020 "Brooklyn" "Entire home/apt" 100 363
4452723 "Queens" "Entire home/apt" 90 189
4453233 "Manhattan" "Entire home/apt" 160 0
4453484 "Brooklyn" "Entire home/apt" 250 315
4454122 "Manhattan" "Entire home/apt" 115 50
4454400 "Manhattan" "Entire home/apt" 250 0
4454538 "Manhattan" "Entire home/apt" 130 0
4455094 "Manhattan" "Private room" 159 54
4455301 "Brooklyn" "Entire home/apt" 110 268
4456004 "Brooklyn" "Private room" 60 0
4456312 "Bronx" "Private room" 57 311
4456555 "Brooklyn" "Entire home/apt" 180 0
4456880 "Brooklyn" "Entire home/apt" 250 165
4457556 "Manhattan" "Private room" 92 115
4460838 "Manhattan" "Entire home/apt" 195 0
4462008 "Bronx" "Private room" 47 262
4462491 "Manhattan" "Entire home/apt" 175 0
4462553 "Manhattan" "Entire home/apt" 175 0
4464418 "Manhattan" "Entire home/apt" 165 0
4464508 "Brooklyn" "Private room" 79 336
4467771 "Manhattan" "Entire home/apt" 345 13
4469264 "Brooklyn" "Private room" 80 4
4469650 "Manhattan" "Entire home/apt" 300 204
4469679 "Manhattan" "Entire home/apt" 325 0
4470423 "Manhattan" "Entire home/apt" 249 0
4471513 "Manhattan" "Entire home/apt" 699 254
4472904 "Bronx" "Private room" 25 219
4472978 "Manhattan" "Entire home/apt" 195 203
4473156 "Manhattan" "Entire home/apt" 165 277
4475128 "Manhattan" "Private room" 65 35
4476605 "Manhattan" "Entire home/apt" 550 0
4476945 "Manhattan" "Entire home/apt" 149 329
4479556 "Queens" "Entire home/apt" 225 0
4479625 "Brooklyn" "Entire home/apt" 135 0
4479632 "Manhattan" "Entire home/apt" 495 129
4480308 "Manhattan" "Entire home/apt" 200 0
4480793 "Brooklyn" "Entire home/apt" 125 69
4481427 "Queens" "Entire home/apt" 95 271
4481474 "Brooklyn" "Entire home/apt" 135 89
4481694 "Brooklyn" "Entire home/apt" 120 157
4482158 "Brooklyn" "Entire home/apt" 160 36
4482584 "Brooklyn" "Entire home/apt" 225 0
4482783 "Brooklyn" "Private room" 139 36
4483117 "Manhattan" "Private room" 69 240
4483517 "Brooklyn" "Private room" 100 7
4483672 "Manhattan" "Private room" 71 6
4484212 "Manhattan" "Private room" 250 365
4484620 "Brooklyn" "Private room" 70 0
4484899 "Manhattan" "Entire home/apt" 225 0
4485286 "Manhattan" "Entire home/apt" 170 0
4488882 "Brooklyn" "Entire home/apt" 125 161
4490268 "Brooklyn" "Entire home/apt" 139 218
4491140 "Queens" "Private room" 69 0
4492303 "Manhattan" "Entire home/apt" 199 0
4492678 "Manhattan" "Entire home/apt" 175 0
4492821 "Brooklyn" "Entire home/apt" 120 0
4493474 "Manhattan" "Private room" 100 0
4493526 "Manhattan" "Private room" 150 0
4493658 "Brooklyn" "Entire home/apt" 100 0
4494217 "Manhattan" "Entire home/apt" 130 0
4494588 "Manhattan" "Entire home/apt" 150 0
4494705 "Brooklyn" "Private room" 50 0
4497294 "Brooklyn" "Private room" 80 0
4497963 "Manhattan" "Entire home/apt" 250 0
4498688 "Brooklyn" "Entire home/apt" 227 362
4498927 "Manhattan" "Entire home/apt" 300 288
4499097 "Manhattan" "Entire home/apt" 130 2
4499976 "Manhattan" "Entire home/apt" 225 179
4500272 "Manhattan" "Entire home/apt" 149 0
4500615 "Manhattan" "Entire home/apt" 320 0
4500794 "Manhattan" "Private room" 75 0
4500897 "Brooklyn" "Entire home/apt" 115 183
4501164 "Manhattan" "Private room" 97 0
4502339 "Manhattan" "Shared room" 80 59
4502545 "Manhattan" "Entire home/apt" 275 0
4503472 "Brooklyn" "Entire home/apt" 163 132
4504049 "Bronx" "Private room" 55 338
4504353 "Brooklyn" "Private room" 75 0
4504493 "Brooklyn" "Entire home/apt" 110 0
4507262 "Manhattan" "Entire home/apt" 247 173
4508885 "Manhattan" "Entire home/apt" 180 0
4509357 "Manhattan" "Private room" 69 365
4509500 "Manhattan" "Entire home/apt" 150 339
4509560 "Manhattan" "Entire home/apt" 140 344
4509664 "Manhattan" "Entire home/apt" 205 0
4512045 "Manhattan" "Entire home/apt" 148 207
4512093 "Manhattan" "Private room" 299 88
4512329 "Manhattan" "Private room" 49 0
4513084 "Manhattan" "Entire home/apt" 150 244
4513190 "Manhattan" "Entire home/apt" 195 0
4514042 "Brooklyn" "Private room" 80 342
4516766 "Brooklyn" "Private room" 68 83
4516939 "Brooklyn" "Private room" 72 322
4517117 "Manhattan" "Private room" 97 83
4517177 "Queens" "Entire home/apt" 170 178
4517848 "Manhattan" "Entire home/apt" 67 251
4518242 "Queens" "Entire home/apt" 80 0
4519764 "Manhattan" "Private room" 29 0
4520113 "Manhattan" "Private room" 120 295
4520449 "Brooklyn" "Private room" 100 0
4520941 "Manhattan" "Private room" 250 336
4523324 "Manhattan" "Private room" 200 336
4524289 "Brooklyn" "Private room" 90 0
4525475 "Manhattan" "Entire home/apt" 125 0
4525589 "Queens" "Entire home/apt" 90 0
4530085 "Manhattan" "Entire home/apt" 180 0
4530154 "Brooklyn" "Private room" 53 137
4530160 "Brooklyn" "Entire home/apt" 200 0
4530432 "Manhattan" "Entire home/apt" 66 330
4531802 "Manhattan" "Entire home/apt" 200 0
4531990 "Brooklyn" "Private room" 75 0
4532435 "Brooklyn" "Entire home/apt" 165 158
4532913 "Brooklyn" "Private room" 45 245
4533010 "Manhattan" "Entire home/apt" 80 35
4536637 "Brooklyn" "Private room" 125 0
4537198 "Brooklyn" "Private room" 90 0
4537297 "Queens" "Entire home/apt" 40 10
4537389 "Manhattan" "Private room" 400 0
4537500 "Queens" "Private room" 39 310
4537520 "Brooklyn" "Entire home/apt" 125 0
4538012 "Manhattan" "Private room" 85 343
4538019 "Brooklyn" "Private room" 39 26
4538238 "Manhattan" "Entire home/apt" 150 12
4538274 "Queens" "Entire home/apt" 100 83
4538901 "Brooklyn" "Entire home/apt" 189 0
4539483 "Manhattan" "Entire home/apt" 99 0
4539520 "Brooklyn" "Entire home/apt" 167 0
4539906 "Manhattan" "Entire home/apt" 205 0
4540852 "Brooklyn" "Private room" 50 0
4541102 "Brooklyn" "Entire home/apt" 109 221
4541187 "Queens" "Entire home/apt" 127 0
4545882 "Manhattan" "Entire home/apt" 220 293
4545999 "Brooklyn" "Private room" 45 339
4546034 "Manhattan" "Private room" 75 321
4546721 "Brooklyn" "Entire home/apt" 120 0
4547143 "Brooklyn" "Private room" 55 0
4547273 "Manhattan" "Entire home/apt" 120 0
4549155 "Manhattan" "Entire home/apt" 108 0
4549248 "Brooklyn" "Entire home/apt" 200 0
4549555 "Manhattan" "Shared room" 55 336
4549557 "Manhattan" "Private room" 205 364
4549627 "Manhattan" "Private room" 129 0
4549930 "Manhattan" "Entire home/apt" 150 263
4550015 "Manhattan" "Private room" 110 0
4550041 "Queens" "Private room" 65 341
4550494 "Queens" "Entire home/apt" 150 38
4550557 "Queens" "Private room" 65 312
4550602 "Brooklyn" "Private room" 75 340
4550747 "Brooklyn" "Private room" 85 325
4553528 "Brooklyn" "Private room" 58 217
4553721 "Brooklyn" "Private room" 90 229
4554473 "Brooklyn" "Entire home/apt" 120 0
4554577 "Brooklyn" "Entire home/apt" 115 0
4555241 "Queens" "Entire home/apt" 99 0
4555470 "Queens" "Entire home/apt" 105 277
4556564 "Manhattan" "Private room" 69 213
4556760 "Brooklyn" "Private room" 80 0
4557206 "Queens" "Entire home/apt" 125 2
4557370 "Manhattan" "Entire home/apt" 90 249
4558046 "Brooklyn" "Entire home/apt" 80 0
4559096 "Manhattan" "Private room" 125 271
4563401 "Manhattan" "Entire home/apt" 215 24
4564292 "Manhattan" "Entire home/apt" 107 310
4564695 "Manhattan" "Private room" 89 16
4564840 "Manhattan" "Entire home/apt" 175 0
4565734 "Brooklyn" "Entire home/apt" 245 280
4566340 "Brooklyn" "Entire home/apt" 245 0
4566571 "Manhattan" "Entire home/apt" 450 0
4566818 "Manhattan" "Private room" 100 0
4566989 "Queens" "Entire home/apt" 98 306
4567433 "Brooklyn" "Private room" 39 0
4567518 "Manhattan" "Entire home/apt" 160 0
4567703 "Brooklyn" "Entire home/apt" 150 0
4567765 "Manhattan" "Entire home/apt" 299 210
4567820 "Brooklyn" "Private room" 75 0
4571518 "Brooklyn" "Private room" 99 0
4571925 "Manhattan" "Entire home/apt" 165 0
4572225 "Manhattan" "Entire home/apt" 145 0
4573728 "Manhattan" "Entire home/apt" 239 1
4573897 "Manhattan" "Private room" 76 352
4574224 "Manhattan" "Private room" 65 0
4574225 "Manhattan" "Private room" 60 312
4575364 "Brooklyn" "Entire home/apt" 50 18
4576206 "Brooklyn" "Entire home/apt" 250 266
4576821 "Brooklyn" "Entire home/apt" 140 0
4578471 "Manhattan" "Entire home/apt" 125 0
4581479 "Manhattan" "Shared room" 80 0
4581788 "Brooklyn" "Private room" 150 0
4581942 "Brooklyn" "Private room" 75 0
4582087 "Manhattan" "Private room" 200 0
4582684 "Brooklyn" "Entire home/apt" 150 246
4582781 "Brooklyn" "Entire home/apt" 220 143
4582785 "Manhattan" "Entire home/apt" 180 0
4585734 "Manhattan" "Entire home/apt" 260 283
4586330 "Brooklyn" "Private room" 80 0
4586448 "Manhattan" "Entire home/apt" 1500 358
4586880 "Brooklyn" "Private room" 50 260
4587321 "Manhattan" "Entire home/apt" 400 0
4587905 "Brooklyn" "Entire home/apt" 450 0
4588273 "Manhattan" "Entire home/apt" 225 173
4588678 "Brooklyn" "Entire home/apt" 100 0
4588689 "Manhattan" "Entire home/apt" 205 0
4589819 "Brooklyn" "Private room" 110 46
4592475 "Brooklyn" "Private room" 95 0
4593609 "Manhattan" "Entire home/apt" 150 258
4593770 "Queens" "Entire home/apt" 100 124
4593939 "Brooklyn" "Entire home/apt" 69 3
4594389 "Manhattan" "Entire home/apt" 110 332
4594620 "Brooklyn" "Entire home/apt" 250 0
4596378 "Queens" "Private room" 44 88
4598265 "Manhattan" "Entire home/apt" 155 238
4600556 "Manhattan" "Entire home/apt" 300 331
4601325 "Manhattan" "Private room" 67 0
4602440 "Brooklyn" "Entire home/apt" 175 0
4603012 "Brooklyn" "Entire home/apt" 149 0
4603954 "Brooklyn" "Private room" 85 365
4604991 "Brooklyn" "Private room" 75 74
4605455 "Manhattan" "Private room" 120 0
4605840 "Brooklyn" "Private room" 100 339
4606017 "Manhattan" "Entire home/apt" 129 193
4606385 "Brooklyn" "Entire home/apt" 150 0
4606473 "Manhattan" "Entire home/apt" 219 0
4606614 "Manhattan" "Entire home/apt" 185 0
4606675 "Queens" "Private room" 65 0
4607923 "Brooklyn" "Private room" 55 312
